# TYPE Total_Runtime gauge
# HELP Total_Runtime The amount of runtime each forecast takes, in minutes.
Total_Runtime_data 1 1656914400.0
Total_Runtime_data 1 1656936000.0
Total_Runtime_data 1 1656957600.0
Total_Runtime_data 1 1656979200.0
Total_Runtime_data 1 1657000800.0
Total_Runtime_data 1 1657022400.0
Total_Runtime_data 1 1657044000.0
Total_Runtime_data 1 1657065600.0
Total_Runtime_data 1 1657087200.0
Total_Runtime_data 1 1657108800.0
Total_Runtime_data 1 1657130400.0
Total_Runtime_data 1 1657152000.0
Total_Runtime_data 0 1657173600.0
Total_Runtime_data 1 1657195200.0
Total_Runtime_data 1 1657216800.0
Total_Runtime_data 1 1657238400.0
Total_Runtime_data 1 1657260000.0
Total_Runtime_data 0 1657281600.0
Total_Runtime_data 1 1657303200.0
Total_Runtime_data 0 1657324800.0
Total_Runtime_data 1 1657346400.0
Total_Runtime_data 1 1657368000.0
Total_Runtime_data 1 1657389600.0
Total_Runtime_data 1 1657411200.0
Total_Runtime_data 1 1657432800.0
Total_Runtime_data 1 1657454400.0
Total_Runtime_data 0 1657476000.0
Total_Runtime_data 1 1657497600.0
Total_Runtime_data 1 1657519200.0
Total_Runtime_data 1 1657540800.0
Total_Runtime_data 1 1657562400.0
Total_Runtime_data 1 1657584000.0
Total_Runtime_data 1 1657605600.0
Total_Runtime_data 1 1657627200.0
Total_Runtime_data 1 1657648800.0
Total_Runtime_data 1 1657670400.0
Total_Runtime_data 1 1657692000.0
Total_Runtime_data 0 1657713600.0
Total_Runtime_data 1 1657735200.0
Total_Runtime_data 1 1657756800.0
Total_Runtime_data 1 1657778400.0
Total_Runtime_data 1 1657800000.0
Total_Runtime_data 1 1657821600.0
Total_Runtime_data 1 1657843200.0
Total_Runtime_data 1 1657864800.0
Total_Runtime_data 1 1657886400.0
Total_Runtime_data 0 1657908000.0
Total_Runtime_data 1 1657929600.0
Total_Runtime_data 1 1657951200.0
Total_Runtime_data 1 1657972800.0
Total_Runtime_data 1 1657994400.0
# TYPE I_O_Fraction gauge
# HELP I_O_Fraction The ratio of time spent in input to time spent in output.
I_O_Fraction 7.523026941394772 1655424000.0
I_O_Fraction 11.931019628203513 1655445600.0
I_O_Fraction 8.411234544725216 1655467200.0
I_O_Fraction 3.4209088083070416 1655488800.0
I_O_Fraction 10.14772239415198 1655510400.0
I_O_Fraction 5.222415703633743 1655532000.0
I_O_Fraction 10.193077008396616 1655553600.0
I_O_Fraction 16.18829947848534 1655575200.0
I_O_Fraction 10.14070624005183 1655596800.0
I_O_Fraction 10.187359672271507 1655618400.0
I_O_Fraction 1.7594160577896663 1655640000.0
I_O_Fraction 10.822483647303267 1655661600.0
I_O_Fraction 13.140092623938404 1655683200.0
I_O_Fraction 12.390498601292844 1655704800.0
I_O_Fraction 13.18443268778778 1655726400.0
I_O_Fraction 10.08407252657163 1655748000.0
I_O_Fraction 13.824010922335884 1655769600.0
I_O_Fraction 10.943581385820279 1655791200.0
I_O_Fraction 7.523287937384263 1655812800.0
I_O_Fraction 8.202210183899233 1655834400.0
I_O_Fraction 15.267524768089082 1655856000.0
I_O_Fraction 9.739050454626167 1655877600.0
I_O_Fraction 11.505498107866266 1655899200.0
I_O_Fraction 13.401145262843377 1655920800.0
I_O_Fraction 10.558547378497858 1655942400.0
I_O_Fraction 10.477939701549037 1655964000.0
I_O_Fraction 11.978532594912641 1655985600.0
I_O_Fraction 14.183731399447836 1656007200.0
I_O_Fraction 4.011763104215146 1656028800.0
I_O_Fraction 8.85415352661581 1656050400.0
I_O_Fraction 15.03678276155616 1656072000.0
I_O_Fraction 11.96435233621557 1656093600.0
I_O_Fraction 10.957423198916423 1656115200.0
I_O_Fraction 9.495355583652684 1656136800.0
I_O_Fraction 4.66809473068532 1656158400.0
I_O_Fraction 10.582314299921942 1656180000.0
I_O_Fraction 10.331981541987325 1656201600.0
I_O_Fraction 9.41857205468892 1656223200.0
I_O_Fraction 10.554230260965744 1656244800.0
I_O_Fraction 6.361567121003008 1656266400.0
I_O_Fraction 14.555939111256938 1656288000.0
I_O_Fraction 10.36136928358357 1656309600.0
I_O_Fraction 12.7236129321483 1656331200.0
I_O_Fraction 4.283185438191808 1656352800.0
I_O_Fraction 9.555058975183854 1656374400.0
I_O_Fraction 14.034899715863322 1656396000.0
I_O_Fraction 5.6610225796468585 1656417600.0
I_O_Fraction 15.81487222057156 1656439200.0
I_O_Fraction 10.753912931498252 1656460800.0
I_O_Fraction 7.705486946279761 1656482400.0
I_O_Fraction 13.805385904161138 1656504000.0
I_O_Fraction 11.87049561376779 1656525600.0
I_O_Fraction 13.044361599376566 1656547200.0
I_O_Fraction 8.30725837825182 1656568800.0
I_O_Fraction 8.66471036882392 1656590400.0
I_O_Fraction 10.517751189085898 1656612000.0
I_O_Fraction 7.259268436876455 1656633600.0
I_O_Fraction 8.727853684176022 1656655200.0
I_O_Fraction 7.097811580808013 1656676800.0
I_O_Fraction 11.072371633034802 1656698400.0
I_O_Fraction 13.028881369015382 1656720000.0
I_O_Fraction 12.153864817559029 1656741600.0
I_O_Fraction 8.58800159411409 1656763200.0
I_O_Fraction 8.198299716475184 1656784800.0
I_O_Fraction 8.042811074002174 1656806400.0
I_O_Fraction 12.638808509721844 1656828000.0
I_O_Fraction 12.740093955872824 1656849600.0
I_O_Fraction 8.099771115600113 1656871200.0
I_O_Fraction 9.429508582796217 1656892800.0
I_O_Fraction 7.822951205323916 1656914400.0
I_O_Fraction 7.12168994002546 1656936000.0
I_O_Fraction 9.701746987869798 1656957600.0
I_O_Fraction 10.356279410373059 1656979200.0
I_O_Fraction 17.926001057510124 1657000800.0
I_O_Fraction 10.568801946439018 1657022400.0
I_O_Fraction 3.983086535756053 1657044000.0
I_O_Fraction 15.868897419946691 1657065600.0
I_O_Fraction 5.144437078374111 1657087200.0
I_O_Fraction 13.217410344129835 1657108800.0
I_O_Fraction 7.793243773273484 1657130400.0
I_O_Fraction 10.595940664722297 1657152000.0
I_O_Fraction 11.12186125766103 1657173600.0
I_O_Fraction 13.612121732858213 1657195200.0
I_O_Fraction 2.939997177668941 1657216800.0
I_O_Fraction 9.984865379433533 1657238400.0
I_O_Fraction 9.383257597194028 1657260000.0
I_O_Fraction 4.870371840641632 1657281600.0
I_O_Fraction 12.79460177662876 1657303200.0
I_O_Fraction 11.027376149777062 1657324800.0
I_O_Fraction 8.485281055276122 1657346400.0
I_O_Fraction 10.728841875845214 1657368000.0
I_O_Fraction 12.024854337251139 1657389600.0
I_O_Fraction 7.444239090081232 1657411200.0
I_O_Fraction 12.06568649164722 1657432800.0
I_O_Fraction 6.037328033813093 1657454400.0
I_O_Fraction 10.295565620392475 1657476000.0
I_O_Fraction 12.476155956668151 1657497600.0
I_O_Fraction 6.845189183676797 1657519200.0
I_O_Fraction 7.026788430936379 1657540800.0
I_O_Fraction 8.138694127901854 1657562400.0
I_O_Fraction 9.300673498651681 1657584000.0
I_O_Fraction 6.475057351510806 1657605600.0
I_O_Fraction 6.361298292285346 1657627200.0
I_O_Fraction 5.88014067934284 1657648800.0
I_O_Fraction 16.831317681195856 1657670400.0
I_O_Fraction 7.351129348036768 1657692000.0
I_O_Fraction 11.823782351904924 1657713600.0
I_O_Fraction 9.647564004026263 1657735200.0
I_O_Fraction 7.228497258592615 1657756800.0
I_O_Fraction 12.973354752322852 1657778400.0
I_O_Fraction 11.824208991824584 1657800000.0
I_O_Fraction 5.984171392806688 1657821600.0
I_O_Fraction 5.766116041104166 1657843200.0
I_O_Fraction 7.6699897779180635 1657864800.0
I_O_Fraction 5.222953563750381 1657886400.0
I_O_Fraction 6.418726150839432 1657908000.0
I_O_Fraction 12.549901054884382 1657929600.0
I_O_Fraction 7.722473383330857 1657951200.0
I_O_Fraction 10.723455929958856 1657972800.0
I_O_Fraction 11.587910932394138 1657994400.0
# TYPE I_O_Fraction_data gauge
# HELP I_O_Fraction_data Boolean of whether or not the data came in, as 0 or 1.
I_O_Fraction_data 1 1655424000.0
I_O_Fraction_data 1 1655445600.0
I_O_Fraction_data 1 1655467200.0
I_O_Fraction_data 1 1655488800.0
I_O_Fraction_data 1 1655510400.0
I_O_Fraction_data 1 1655532000.0
I_O_Fraction_data 0 1655553600.0
I_O_Fraction_data 1 1655575200.0
I_O_Fraction_data 1 1655596800.0
I_O_Fraction_data 1 1655618400.0
I_O_Fraction_data 1 1655640000.0
I_O_Fraction_data 1 1655661600.0
I_O_Fraction_data 1 1655683200.0
I_O_Fraction_data 1 1655704800.0
I_O_Fraction_data 1 1655726400.0
I_O_Fraction_data 1 1655748000.0
I_O_Fraction_data 1 1655769600.0
I_O_Fraction_data 0 1655791200.0
I_O_Fraction_data 1 1655812800.0
I_O_Fraction_data 1 1655834400.0
I_O_Fraction_data 1 1655856000.0
I_O_Fraction_data 1 1655877600.0
I_O_Fraction_data 1 1655899200.0
I_O_Fraction_data 1 1655920800.0
I_O_Fraction_data 1 1655942400.0
I_O_Fraction_data 1 1655964000.0
I_O_Fraction_data 1 1655985600.0
I_O_Fraction_data 1 1656007200.0
I_O_Fraction_data 1 1656028800.0
I_O_Fraction_data 1 1656050400.0
I_O_Fraction_data 1 1656072000.0
I_O_Fraction_data 0 1656093600.0
I_O_Fraction_data 1 1656115200.0
I_O_Fraction_data 1 1656136800.0
I_O_Fraction_data 0 1656158400.0
I_O_Fraction_data 1 1656180000.0
I_O_Fraction_data 1 1656201600.0
I_O_Fraction_data 1 1656223200.0
I_O_Fraction_data 1 1656244800.0
I_O_Fraction_data 1 1656266400.0
I_O_Fraction_data 1 1656288000.0
I_O_Fraction_data 1 1656309600.0
I_O_Fraction_data 1 1656331200.0
I_O_Fraction_data 0 1656352800.0
I_O_Fraction_data 1 1656374400.0
I_O_Fraction_data 1 1656396000.0
I_O_Fraction_data 1 1656417600.0
I_O_Fraction_data 1 1656439200.0
I_O_Fraction_data 1 1656460800.0
I_O_Fraction_data 1 1656482400.0
I_O_Fraction_data 1 1656504000.0
I_O_Fraction_data 1 1656525600.0
I_O_Fraction_data 1 1656547200.0
I_O_Fraction_data 1 1656568800.0
I_O_Fraction_data 1 1656590400.0
I_O_Fraction_data 1 1656612000.0
I_O_Fraction_data 0 1656633600.0
I_O_Fraction_data 1 1656655200.0
I_O_Fraction_data 1 1656676800.0
I_O_Fraction_data 1 1656698400.0
I_O_Fraction_data 1 1656720000.0
I_O_Fraction_data 1 1656741600.0
I_O_Fraction_data 1 1656763200.0
I_O_Fraction_data 1 1656784800.0
I_O_Fraction_data 1 1656806400.0
I_O_Fraction_data 1 1656828000.0
I_O_Fraction_data 1 1656849600.0
I_O_Fraction_data 1 1656871200.0
I_O_Fraction_data 0 1656892800.0
I_O_Fraction_data 0 1656914400.0
I_O_Fraction_data 1 1656936000.0
I_O_Fraction_data 1 1656957600.0
I_O_Fraction_data 1 1656979200.0
I_O_Fraction_data 1 1657000800.0
I_O_Fraction_data 1 1657022400.0
I_O_Fraction_data 1 1657044000.0
I_O_Fraction_data 1 1657065600.0
I_O_Fraction_data 1 1657087200.0
I_O_Fraction_data 1 1657108800.0
I_O_Fraction_data 1 1657130400.0
I_O_Fraction_data 1 1657152000.0
I_O_Fraction_data 1 1657173600.0
I_O_Fraction_data 1 1657195200.0
I_O_Fraction_data 1 1657216800.0
I_O_Fraction_data 1 1657238400.0
I_O_Fraction_data 1 1657260000.0
I_O_Fraction_data 1 1657281600.0
I_O_Fraction_data 1 1657303200.0
I_O_Fraction_data 1 1657324800.0
I_O_Fraction_data 1 1657346400.0
I_O_Fraction_data 1 1657368000.0
I_O_Fraction_data 1 1657389600.0
I_O_Fraction_data 1 1657411200.0
I_O_Fraction_data 1 1657432800.0
I_O_Fraction_data 1 1657454400.0
I_O_Fraction_data 1 1657476000.0
I_O_Fraction_data 1 1657497600.0
I_O_Fraction_data 1 1657519200.0
I_O_Fraction_data 1 1657540800.0
I_O_Fraction_data 1 1657562400.0
I_O_Fraction_data 0 1657584000.0
I_O_Fraction_data 1 1657605600.0
I_O_Fraction_data 1 1657627200.0
I_O_Fraction_data 1 1657648800.0
I_O_Fraction_data 1 1657670400.0
I_O_Fraction_data 1 1657692000.0
I_O_Fraction_data 1 1657713600.0
I_O_Fraction_data 1 1657735200.0
I_O_Fraction_data 1 1657756800.0
I_O_Fraction_data 1 1657778400.0
I_O_Fraction_data 0 1657800000.0
I_O_Fraction_data 1 1657821600.0
I_O_Fraction_data 0 1657843200.0
I_O_Fraction_data 0 1657864800.0
I_O_Fraction_data 1 1657886400.0
I_O_Fraction_data 1 1657908000.0
I_O_Fraction_data 1 1657929600.0
I_O_Fraction_data 1 1657951200.0
I_O_Fraction_data 1 1657972800.0
I_O_Fraction_data 1 1657994400.0
# TYPE Initial_RMS_pressure_tendency gauge
# HELP Initial_RMS_pressure_tendency The initial RMS pressure tendency.
Initial_RMS_pressure_tendency 0.6821415549936483 1655424000.0
Initial_RMS_pressure_tendency 0.7699472803602619 1655445600.0
Initial_RMS_pressure_tendency 0.6086314126337349 1655467200.0
Initial_RMS_pressure_tendency 0.6876237675056133 1655488800.0
Initial_RMS_pressure_tendency 0.7907870388227886 1655510400.0
Initial_RMS_pressure_tendency 0.7378849640477491 1655532000.0
Initial_RMS_pressure_tendency 0.8347172404000928 1655553600.0
Initial_RMS_pressure_tendency 0.8072303070047221 1655575200.0
Initial_RMS_pressure_tendency 0.6924193245629704 1655596800.0
Initial_RMS_pressure_tendency 0.7072686543390587 1655618400.0
Initial_RMS_pressure_tendency 0.852289858914402 1655640000.0
Initial_RMS_pressure_tendency 0.7145548514885122 1655661600.0
Initial_RMS_pressure_tendency 0.8570885856560015 1655683200.0
Initial_RMS_pressure_tendency 0.9092253659088535 1655704800.0
Initial_RMS_pressure_tendency 0.6725902086705453 1655726400.0
Initial_RMS_pressure_tendency 0.747007107241487 1655748000.0
Initial_RMS_pressure_tendency 0.832058641707037 1655769600.0
Initial_RMS_pressure_tendency 0.6925950976270474 1655791200.0
Initial_RMS_pressure_tendency 0.9291107580332734 1655812800.0
Initial_RMS_pressure_tendency 0.7986869149697234 1655834400.0
Initial_RMS_pressure_tendency 0.8327048891788695 1655856000.0
Initial_RMS_pressure_tendency 1.0432689329014488 1655877600.0
Initial_RMS_pressure_tendency 0.5952262455787642 1655899200.0
Initial_RMS_pressure_tendency 0.9156307587121896 1655920800.0
Initial_RMS_pressure_tendency 0.7596712319999702 1655942400.0
Initial_RMS_pressure_tendency 0.984836509723588 1655964000.0
Initial_RMS_pressure_tendency 0.804444750260574 1655985600.0
Initial_RMS_pressure_tendency 0.6941101519143975 1656007200.0
Initial_RMS_pressure_tendency 0.8882137445874003 1656028800.0
Initial_RMS_pressure_tendency 0.9708427520241036 1656050400.0
Initial_RMS_pressure_tendency 0.8644573973395042 1656072000.0
Initial_RMS_pressure_tendency 0.8394442877755735 1656093600.0
Initial_RMS_pressure_tendency 0.7437915790207735 1656115200.0
Initial_RMS_pressure_tendency 0.912970264721611 1656136800.0
Initial_RMS_pressure_tendency 0.8711418607403733 1656158400.0
Initial_RMS_pressure_tendency 0.9178338814873339 1656180000.0
Initial_RMS_pressure_tendency 0.870076187216265 1656201600.0
Initial_RMS_pressure_tendency 0.8116702711823225 1656223200.0
Initial_RMS_pressure_tendency 0.7440103144658597 1656244800.0
Initial_RMS_pressure_tendency 0.8217922495558614 1656266400.0
Initial_RMS_pressure_tendency 0.6583603094804877 1656288000.0
Initial_RMS_pressure_tendency 0.8223184984715469 1656309600.0
Initial_RMS_pressure_tendency 0.7435302187238974 1656331200.0
Initial_RMS_pressure_tendency 0.8975538303142856 1656352800.0
Initial_RMS_pressure_tendency 0.8020622441281786 1656374400.0
Initial_RMS_pressure_tendency 0.9635680909867302 1656396000.0
Initial_RMS_pressure_tendency 0.8001035549226051 1656417600.0
Initial_RMS_pressure_tendency 0.7842494069741286 1656439200.0
Initial_RMS_pressure_tendency 0.7489168866157716 1656460800.0
Initial_RMS_pressure_tendency 0.6825806614725842 1656482400.0
Initial_RMS_pressure_tendency 0.7837111130463417 1656504000.0
Initial_RMS_pressure_tendency 0.8439446304935535 1656525600.0
Initial_RMS_pressure_tendency 1.0009958744065721 1656547200.0
Initial_RMS_pressure_tendency 0.7723525410324883 1656568800.0
Initial_RMS_pressure_tendency 0.946780189478817 1656590400.0
Initial_RMS_pressure_tendency 0.6512180660230182 1656612000.0
Initial_RMS_pressure_tendency 0.7335834038972188 1656633600.0
Initial_RMS_pressure_tendency 0.7879084267415775 1656655200.0
Initial_RMS_pressure_tendency 0.6471556589532638 1656676800.0
Initial_RMS_pressure_tendency 0.9966058492646497 1656698400.0
Initial_RMS_pressure_tendency 0.6998655224456514 1656720000.0
Initial_RMS_pressure_tendency 0.8520910775645603 1656741600.0
Initial_RMS_pressure_tendency 0.6105488932222942 1656763200.0
Initial_RMS_pressure_tendency 0.8171444123245848 1656784800.0
Initial_RMS_pressure_tendency 0.8624676115203195 1656806400.0
Initial_RMS_pressure_tendency 0.8448463269796295 1656828000.0
Initial_RMS_pressure_tendency 0.6599316689020036 1656849600.0
Initial_RMS_pressure_tendency 0.8455651748083107 1656871200.0
Initial_RMS_pressure_tendency 0.8084026114055972 1656892800.0
Initial_RMS_pressure_tendency 0.9133298423849705 1656914400.0
Initial_RMS_pressure_tendency 0.7106433302154364 1656936000.0
Initial_RMS_pressure_tendency 0.810864238187495 1656957600.0
Initial_RMS_pressure_tendency 0.7720170363098825 1656979200.0
Initial_RMS_pressure_tendency 0.6778108385902298 1657000800.0
Initial_RMS_pressure_tendency 0.7683863494457949 1657022400.0
Initial_RMS_pressure_tendency 0.9096081965322961 1657044000.0
Initial_RMS_pressure_tendency 0.7141194025954568 1657065600.0
Initial_RMS_pressure_tendency 0.7743551409508338 1657087200.0
Initial_RMS_pressure_tendency 0.9190538822634056 1657108800.0
Initial_RMS_pressure_tendency 0.8245064273289324 1657130400.0
Initial_RMS_pressure_tendency 0.7262804516146399 1657152000.0
Initial_RMS_pressure_tendency 0.8432089709910263 1657173600.0
Initial_RMS_pressure_tendency 0.739325742922727 1657195200.0
Initial_RMS_pressure_tendency 0.9817006777268139 1657216800.0
Initial_RMS_pressure_tendency 0.6977353869284906 1657238400.0
Initial_RMS_pressure_tendency 0.6864541858388723 1657260000.0
Initial_RMS_pressure_tendency 0.6893638155036526 1657281600.0
Initial_RMS_pressure_tendency 0.7515614220471483 1657303200.0
Initial_RMS_pressure_tendency 0.6974577036545354 1657324800.0
Initial_RMS_pressure_tendency 0.6096731786186098 1657346400.0
Initial_RMS_pressure_tendency 0.8640166486308234 1657368000.0
Initial_RMS_pressure_tendency 0.7166036966498408 1657389600.0
Initial_RMS_pressure_tendency 0.8962695550188786 1657411200.0
Initial_RMS_pressure_tendency 0.7493550549869538 1657432800.0
Initial_RMS_pressure_tendency 0.8326759072218106 1657454400.0
Initial_RMS_pressure_tendency 0.6333330615448608 1657476000.0
Initial_RMS_pressure_tendency 0.7420188166289565 1657497600.0
Initial_RMS_pressure_tendency 0.7037352593738303 1657519200.0
Initial_RMS_pressure_tendency 0.6505155486275177 1657540800.0
Initial_RMS_pressure_tendency 0.5941565988106093 1657562400.0
Initial_RMS_pressure_tendency 1.111957767421793 1657584000.0
Initial_RMS_pressure_tendency 0.9795520480063742 1657605600.0
Initial_RMS_pressure_tendency 0.8235993756198265 1657627200.0
Initial_RMS_pressure_tendency 0.7651330303834042 1657648800.0
Initial_RMS_pressure_tendency 0.822985954006594 1657670400.0
